word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
représentation,-0.096817,-0.906936,-0.122143,-0.143436,0.264691,-1.082855,0.149518,0.207128,0.025796,-1.461474,0.626071,-0.539626,-0.12129,0.216747,0.164626,0.245674,-1.065901,0.629501,-0.902982,0.009417,0.717146,-0.961058,-0.381891
famille,0.58968,0.047245,-0.578779,-0.001422,0.362432,-0.94495,-0.314761,1.004345,1.07351,-0.920312,0.488299,0.976242,1.415463,0.110267,-0.345876,0.281929,-0.494573,-0.105298,-0.543969,0.740496,-0.034884,1.387083,0.067754
arête,0.518045,-0.254405,0.900952,0.41437,-0.347754,-0.877193,0.755945,-0.922441,-0.428973,-0.622113,-0.182532,-1.071527,-1.268505,0.999082,1.127761,1.583421,-0.901897,1.398385,0.311224,-0.462498,-0.678989,0.238856,1.048131
distance,-0.973964,0.155769,0.592235,-0.163208,0.132807,-1.64655,0.740024,0.22662,0.454301,-0.180034,0.518408,-1.008922,-1.074934,0.023515,0.777568,1.475954,0.228759,0.079868,0.492156,-0.834192,0.432081,-0.423459,0.368287
surface,-0.395339,-0.140968,1.104991,-0.034251,1.250292,-1.780318,0.091442,-0.068889,1.008811,0.011833,0.531433,-0.503896,-1.814469,0.821197,0.322255,1.482073,0.074106,0.652504,0.966206,-0.297639,0.616722,0.506434,1.126952
aléatoire,-1.178018,0.204325,0.46325,-0.601644,1.125075,-0.732541,0.457976,0.235616,0.443343,-0.745027,-1.10017,-0.760334,-1.571948,-0.079875,0.362906,0.997434,-0.512745,0.713127,-0.962846,-1.095268,-0.265842,-0.737244,-0.100204
naturel,-0.025152,-0.682585,-0.800085,-0.613123,1.035131,-2.048988,-0.354035,0.518911,0.917402,-0.170168,0.077662,0.292135,-1.011992,-0.269185,-0.760193,0.726358,-0.862795,1.021519,0.91734,0.323425,0.979937,1.176718,0.035221
normal,-0.62749,-0.152717,0.69003,0.012119,0.514509,-1.78135,0.16268,0.661772,-0.491102,-0.00828,-0.793466,0.192288,-0.323674,0.079681,0.378381,0.101026,-0.288383,0.100093,0.099363,-0.946339,1.364528,0.484181,0.414024
arbre,0.64586,-0.866582,0.612306,0.138209,1.124953,-1.240149,-0.430423,0.010643,0.806399,-0.190949,0.140702,0.389591,-0.721931,0.08876,0.016182,1.689197,-0.790758,0.779411,0.225667,0.790899,0.626064,0.417489,0.503619
démontrer,-1.054997,0.274246,-0.401174,-0.541132,1.111048,-0.621681,0.826716,0.435732,0.724407,-0.355713,-0.520604,-0.878796,-0.492858,-0.365596,-0.298012,0.653243,-1.032422,0.021183,-1.173699,-0.398627,0.902149,0.457405,0.5438
algèbre,-0.740981,-0.033855,0.585517,-0.291588,0.972469,0.411711,0.885327,1.05692,-1.24617,-1.684342,-0.952579,-1.093363,-1.369205,0.433556,1.725637,-0.157503,-1.107176,1.447634,-1.389309,-1.072807,0.421231,1.4554,-0.597237
règle,-0.497727,-0.311278,-0.743135,0.604863,1.05014,-1.692304,0.272672,0.474564,-0.102261,-0.596459,-0.236033,-0.868173,-0.637412,-0.015958,-0.003462,0.234248,-0.572895,0.112236,-1.683547,-0.673495,0.675171,-0.647617,-0.519246
volume,-0.328801,0.068305,0.272535,0.461005,0.867914,0.131143,-2.508501,0.461737,0.268662,-0.75289,0.12649,-0.993515,0.463023,0.618059,-0.292395,-0.390065,-0.183011,0.627899,0.982743,-0.586685,1.450411,-0.406294,0.356504
calculer,-1.854152,0.108395,0.163684,-0.579126,0.938466,-1.343381,0.331535,0.92579,1.155664,-0.522391,-0.27187,-1.037366,-1.671779,0.16957,0.740493,0.491176,-0.188325,0.658187,-0.641001,-1.209683,-0.334594,-0.74181,1.094816
