word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
proposition,-1.043887,0.494322,0.305355,0.114985,0.339187,-0.365335,0.415742,-0.301928,-2.102631,-0.56036,0.839752,-0.603312,-0.574123,0.957853,-0.133901
catégorie,0.889962,-0.346382,-1.178671,0.65007,0.143463,0.614662,0.933714,-0.575383,-1.048087,-0.570601,-0.197988,0.215047,0.917581,1.54995,-0.066598
programme,1.061476,-0.059825,-0.591851,0.205827,-0.555443,0.470371,0.443189,-0.817214,-2.574646,-0.479616,0.777222,-0.113482,-0.297692,0.748131,0.975034
intégral,0.587776,1.809809,0.686923,0.679691,-1.124497,0.688746,-0.226002,0.565628,0.105306,-0.120767,0.542555,1.642176,0.535484,0.175321,0.987381
complexité,-0.013191,0.183199,1.600534,0.501245,-1.314666,0.57401,0.434016,-1.922495,-0.944542,-0.233906,0.06247,-0.705989,-0.910945,1.392741,-0.176482
automate,0.675162,-0.519023,0.164362,-0.380099,-0.703512,0.271767,0.025647,-1.159182,0.318609,-1.264404,-0.434878,-0.774301,-1.561854,-0.54583,1.124834
moyenne,1.071015,0.28296,-1.54935,-0.045579,0.507454,0.656375,-0.693365,-0.083184,-0.302905,0.36337,-1.119843,0.346774,-0.572381,3.231249,-1.487866
symbole,0.994607,0.419607,1.417336,-0.152094,0.861472,-0.932328,1.218804,-0.778913,0.157219,-0.814076,0.200317,-0.167095,0.883508,1.08874,-0.217287
axe,0.972471,1.176229,-0.666038,-0.872357,-0.030085,-0.340026,-0.550353,-2.018639,0.032353,0.07343,1.242088,0.394602,-0.999394,0.829563,-0.63776
euclidien,0.066456,0.892368,0.605961,1.296,-0.864931,-0.258436,0.919495,-1.849204,1.540874,-1.637828,1.192913,-0.353944,-1.354309,0.015902,-1.202486
inférieur,0.784848,0.608302,-0.036749,-1.126445,0.63382,0.059882,0.204182,-0.251435,0.603674,-0.055771,0.480677,0.283084,-0.960773,2.833085,-1.235432
dérivée,-0.601002,0.579653,0.531554,1.403295,-1.295164,0.350041,0.045734,-0.848661,0.370195,-0.638892,0.924687,-0.501714,-1.332459,0.671353,-2.120794
transformation,0.686681,0.300977,0.623703,-0.296715,-0.417219,0.721535,0.05913,-0.132476,-0.596568,-0.111787,0.633739,-0.100802,-0.960431,1.487482,0.45027
anneau,0.72913,-0.23759,0.835568,-0.144389,-0.094472,0.168792,0.364364,-1.321481,0.782365,-0.792649,0.821356,0.741898,-0.061537,0.549625,-1.083651
facteur,-0.509828,0.169348,1.054705,0.168279,-1.145947,0.423424,-0.152004,-0.499525,-0.510254,0.15632,0.462929,0.179903,-0.95611,2.636249,-0.105434
