word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
famille,-0.807728,-1.957421,-0.322826,1.640498,0.199209,-0.916858,0.466979,0.681347,0.174769,-0.038799,1.302545,0.672389,-1.649103,-0.164149,-0.713685,0.402171,-1.464765,-0.571241,-0.219744
arête,-0.685206,-2.138287,2.718733,1.530564,-0.420694,0.227157,-0.804381,1.118239,-0.740758,-0.113656,0.557144,1.154708,-1.297667,0.627073,-1.844142,-0.940745,0.800397,0.611278,-0.381372
distance,-0.165862,-2.358708,0.996123,1.267183,0.138633,1.003432,-1.198657,0.773275,0.401655,-1.280791,0.772378,0.576928,-0.74948,-0.16175,-0.842732,-0.399902,-0.484371,0.225639,1.374982
surface,-0.404908,-1.756866,0.853883,-0.042421,0.843299,1.392775,-0.84821,1.138296,-0.035857,-2.254064,0.468778,0.921972,-0.547514,1.185516,-0.935799,0.505148,-1.223551,-0.564787,0.098807
aléatoire,-1.795304,-1.747995,0.2739,2.725755,-1.165465,1.145557,-0.170283,0.778026,0.571604,0.805897,0.1463,0.274391,-0.393097,-0.315559,-0.240356,0.546181,-1.293897,-1.542138,-0.042001
naturel,-1.387158,-0.999478,-0.366889,2.522159,0.377567,0.077429,0.260311,-0.213974,0.017581,-0.730944,0.861873,-0.341158,0.899491,-0.178447,-1.205492,-0.472286,-0.945674,0.046394,-1.056508
normal,-1.268347,-0.86159,0.610744,1.336094,0.186664,0.150581,0.733274,0.413432,-0.019093,-0.342129,1.714293,-0.396817,-1.080681,0.561383,-0.328816,-0.549834,-2.227993,-1.861439,0.476068
arbre,-1.126487,-1.557027,1.134111,2.540939,1.174835,-0.398569,-1.303232,0.901541,0.86161,1.570781,-0.128599,1.018165,-1.494131,0.555575,-0.302729,0.123176,0.182622,-0.074398,-0.396171
démontrer,0.431634,-2.112002,0.631083,1.037908,-0.521635,-0.367334,-1.019447,-0.697115,0.141262,-0.461693,1.749432,0.924491,1.380089,0.64055,-0.068929,0.672653,-1.464924,0.580523,-1.341774
algèbre,-1.019857,-0.922253,-0.788027,1.537558,1.844801,-0.490634,0.835796,0.397259,0.028629,-0.650202,1.198824,1.016331,0.925412,0.897353,0.074358,-0.148199,-1.682217,-0.231958,-1.497201
règle,-0.771599,0.066936,0.663131,1.955128,0.273371,0.509711,-2.086121,-1.510003,0.139069,-0.84009,0.899784,0.89477,0.386063,-0.005083,-0.715889,-0.926967,-0.780454,-0.199384,-1.286148
volume,-0.637726,-0.727243,0.256479,0.841192,-0.300553,1.103869,-0.418563,1.129507,-0.709753,-1.587766,0.753869,-1.144971,0.648266,2.54781,-2.13633,0.277002,-0.297424,0.069737,0.101939
calculer,-0.21591,-1.863669,1.50247,1.735085,0.59104,0.985357,-1.744223,-1.063916,0.856857,0.181052,0.339478,0.086027,0.859323,0.153688,-1.352649,0.072185,-0.812075,-0.394773,0.07587
constant,-0.317977,-1.581932,1.483935,1.234089,0.285454,0.946212,-0.651324,0.577289,0.972941,-1.07077,1.252307,-0.583152,0.451847,-0.599661,-0.606056,-0.240309,-1.596674,-0.629959,0.096227
quatre,0.302007,-1.213812,0.940383,1.835086,0.518603,0.050166,0.37743,0.108373,-0.625167,-0.539004,0.038469,0.172607,-0.190722,1.115389,-2.501193,-0.594641,-0.76394,-0.168746,-1.625391
différentiel,-1.380502,-1.213506,-0.051667,0.880834,1.23387,0.7276,0.071328,0.395338,0.21807,-0.976384,1.048986,0.438758,1.351626,0.732132,-0.059407,-0.065513,-2.118996,-1.788737,-0.6233
hypothèse,-0.739995,-1.645428,0.293721,1.334398,-1.730342,0.833687,-1.26146,-0.945599,0.325912,-0.948265,1.349458,0.360209,0.723625,-0.808907,0.277927,-0.46569,-1.519874,0.353393,-0.403165
image,-1.586613,-1.429156,-0.317426,1.133085,1.296538,0.957284,-1.686976,0.757751,-0.38544,-1.026698,0.645269,0.582937,-0.244675,0.124637,-1.174093,0.006641,0.023846,0.240976,0.495689
régulier,-0.962447,-1.017087,1.929953,1.422492,0.12308,0.021267,0.120582,0.969314,0.561318,-2.330996,0.758765,1.235075,-0.570919,0.931685,-1.380958,0.895908,-0.042453,0.488859,-0.897011
complet,-1.634937,-1.587279,0.508822,0.942918,0.280766,-0.144806,-0.725847,0.510604,0.516367,-1.010256,0.942048,0.942509,0.511784,1.202341,-0.447766,0.717324,-0.313676,0.597579,-1.276565
racine,0.540697,-1.602161,1.547963,2.284356,1.589757,-0.008328,-0.388737,0.076655,0.590734,-0.189225,0.062782,-0.650321,0.499439,-0.527209,-0.861416,-0.532207,-1.343661,-0.264735,-1.431093
coefficient,0.227648,-1.343411,1.295678,1.998347,1.058447,1.594059,-0.408451,0.039147,0.39039,-0.76439,0.495579,-0.797625,0.971425,-0.451471,-0.069909,-1.514489,-1.974576,-0.63639,0.141678
côté,1.381521,-1.216359,1.800595,1.357074,0.751467,-0.121113,-0.953177,0.010287,-0.234739,-1.774441,0.541267,0.526947,-1.050847,0.319415,-2.303663,-0.200777,-0.286653,0.404777,-0.364997
preuve,-0.313928,-1.55963,-0.018979,1.250503,-0.254465,-0.051826,-1.321811,-1.000018,0.735237,-0.61675,0.82487,0.917642,1.505428,0.699558,-0.390268,-0.167514,-0.922067,0.941036,-1.400019
axiome,-0.340585,-0.182322,-0.258844,2.707294,-0.988817,0.241961,-0.813742,-0.887343,-1.303108,-1.152243,1.548872,1.453777,-0.118,0.407194,1.020229,-0.229491,-1.143822,0.826867,-1.71817
$\mathbb{R}$,-0.787469,-1.447438,0.68168,1.882087,1.663934,0.326659,-1.374012,0.775409,-0.663409,-0.758344,1.300001,-0.860952,0.193123,-0.376298,-0.487383,-0.690312,-0.153608,1.093993,0.374391
continue,-1.856558,-2.169409,0.826802,0.500016,0.844289,0.802447,-0.098354,-0.180101,0.30866,-1.011138,1.595557,-0.443317,0.437151,-0.5692,-0.057373,1.445946,-1.886063,-0.081195,0.24501
résoudre,-0.431007,-2.15533,0.683648,0.700647,0.279122,0.378522,-1.002386,-0.765225,0.539043,0.286483,-0.035237,0.846702,1.009498,0.54967,-0.550051,0.459088,-1.477414,-0.286025,-1.92214
arithmétique,-0.600857,-0.897238,-0.423799,1.915515,0.749032,-0.15153,-0.073915,-0.477771,1.358955,-1.115843,0.734642,0.298047,1.92089,0.924112,-0.422577,0.282631,-1.266151,0.333318,-1.349863
conjecture,0.975705,-2.256992,0.724728,0.097647,-1.116457,-0.307078,-0.705519,0.995657,0.832591,-1.062174,1.111961,0.523005,1.185793,1.018546,0.203877,-0.359388,-1.51742,1.087175,-1.753915
réseau,-1.846277,-2.024018,-0.520072,1.293353,0.696554,0.339222,-0.664149,1.02387,0.976526,0.487109,-0.019989,1.114991,-0.117081,0.043705,-1.26088,-1.376291,0.189364,-0.169619,0.518377
opération,-1.367476,-0.899484,0.723836,2.336693,1.283609,0.504744,-0.395019,-1.020121,0.179102,-0.00633,0.524029,1.008448,0.822799,0.419188,-0.851696,-0.741471,-0.370863,0.246701,-0.298733
chiffre,-0.44033,-0.321342,1.237564,3.159946,0.79545,0.022535,-0.105311,-1.524772,0.385872,-0.329306,-0.08183,-0.96467,0.503544,0.401163,-2.47474,0.143444,0.292302,0.398955,-0.50692
expression,-0.927728,-0.563463,0.05353,2.183585,0.970345,0.612764,-1.207203,-0.818594,0.7088,-1.142523,0.391926,0.08288,0.491328,-0.176035,-0.387397,-0.018923,-1.072971,-0.232121,-0.929774
