word,1,2,3,4,5
differentiable,-0.254662,0.392429,1.348138,0.390907,2.83
loop,-0.67984,-0.355585,0.002741,-0.156213,1.920855
population,-0.745182,-1.909192,1.027189,-1.584184,1.191477
opposite,-1.115099,-0.917845,-0.917366,-0.031657,2.867703
determinant,-0.216812,0.576223,0.904399,0.488435,2.429926
intersect,-1.102521,-0.54521,-1.329724,0.25201,2.986151
conjugate,-0.301838,0.513147,1.005455,0.628218,2.924654
modular,-0.62082,1.522836,1.164121,-0.027415,1.879025
logarithm,-0.768033,-0.170667,0.845824,-0.338331,1.777293
countable,0.062408,0.471645,1.617608,0.541498,2.775164
reduction,-0.396644,-0.224951,1.221219,-0.249955,1.898121
spectral,-0.219271,1.136859,1.853058,-0.229017,1.683116
homology,-0.239721,1.50001,1.406205,0.242284,1.72808
Cauchy,-0.398433,1.223521,1.594411,-0.196892,1.476552
Galois,-0.759279,1.894708,1.086333,-0.133713,1.572135
NP,-0.324531,-0.197991,1.093552,-0.066461,1.567883
separate,-1.086032,-0.618199,0.22905,-0.690355,2.250956
decimal,-1.589343,-1.387575,-1.148791,-0.899038,1.474195
neumann,-0.876765,1.686739,1.263505,-0.938503,0.874429
trace,-0.613916,0.932007,0.861237,0.037256,2.092975
integration,-0.350539,0.210052,2.026542,-0.668187,1.791376
criterion,-0.223436,-0.612049,1.624155,-0.794267,1.321805
primitive,-0.879639,0.238901,0.420345,-0.046206,2.281196
global,-0.469946,0.281367,1.506734,-0.599918,1.561177
modulo,-1.467121,0.564976,-0.557167,0.365982,2.864849
strategy,-0.590621,-1.819783,0.962287,-1.201059,1.165349
equality,-0.858542,-0.636607,0.856558,-0.444321,2.299593
holomorphic,-0.269538,1.288803,1.287753,0.504065,2.698052
infinitely,-0.999001,-0.418505,0.264011,-0.400992,2.459625
Gauss,-0.767488,1.301173,1.337073,-0.803031,0.780461
nonzero,-0.960322,0.04178,0.327716,0.465502,3.590504
quaternion,-0.594551,1.291904,0.569133,0.075672,1.655893
regression,0.420569,-1.073725,2.273556,-0.516184,1.468998
neighborhood,-0.417382,0.106181,0.207492,0.615263,2.682278
correspondence,-0.700934,1.227307,1.180126,-0.653251,1.20066
adjoint,-0.36508,1.098355,1.138255,0.598792,2.917058
variant,-0.725548,-0.734403,1.009255,-0.963136,1.496849
disjoint,-0.811385,-0.213654,-0.233428,0.460422,3.270098
distribute,-0.535549,-1.667714,0.756159,-0.659347,1.942227
evaluate,-0.637665,-1.035212,1.082722,-0.541909,2.19951
additive,-0.548643,0.413569,1.125913,0.119846,2.291
unknown,-1.197305,-1.127465,0.610462,-1.159718,1.807124
span,-0.792003,-0.106795,-0.012115,0.015887,2.445707
combinatorial,-0.967493,0.841923,1.651498,-1.228412,1.089816
matroid,0.394181,0.327485,0.9677,0.726228,1.642253
orbit,-0.192645,-0.539924,0.47141,-0.085367,1.650495
cone,-0.310686,0.520988,0.077087,0.690202,2.421892
truncate,-1.553994,1.335872,-2.557603,0.495,1.727841
flat,-0.210553,0.764278,0.723765,0.398614,2.453271
simplex,-1.306608,0.728739,-1.819047,0.148668,1.582703
interior,-0.789001,0.095892,-0.13565,0.195726,2.586799
arc,-0.711306,-0.637462,-0.643832,0.030154,2.224546
Dirichlet,-0.327595,0.871394,1.593914,-0.263736,1.442229
moment,-0.073087,-0.536773,1.181598,-0.051212,1.933927
