word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
identity,-1.348945,1.430023,-0.331339,0.425398,-0.827479,-0.424992,-0.192021,1.324986,-0.341098,-0.02772,-0.315322,0.530142,0.846915,-0.152709,0.620249,-0.008264,0.187365,-0.490245
four,-1.133803,-0.166107,-1.300469,-0.421707,0.693609,0.33586,-0.617877,-0.315172,-0.209808,-0.286956,-0.204087,1.214806,-1.330471,0.01598,-0.052639,0.353625,0.196302,-0.028696
rule,-1.944737,0.960109,-1.474858,0.140561,-0.437252,-1.153713,0.427585,0.277079,-0.731579,-0.60355,0.05557,0.585899,-0.317897,0.151621,-0.200037,-0.68501,0.163437,-0.315182
topological,1.130536,1.010442,1.651765,0.867099,-0.165044,-0.761397,1.057189,0.491366,-2.348824,1.042873,-0.155809,0.071567,-0.192194,0.402513,1.216411,0.494784,1.051217,-0.319419
computer,0.68816,0.944156,-0.031031,-1.007031,0.194034,-1.094461,-0.386729,2.349803,-0.069694,0.565787,-1.193316,1.754908,-0.011094,0.907986,0.121557,0.825375,0.84486,1.055295
derivative,-0.021845,0.473513,1.123352,-0.477083,0.72601,-0.886013,0.979344,1.216211,-1.569921,0.183414,-0.129695,1.165642,-0.242452,0.352534,0.036961,-0.248111,-1.194522,-0.504588
symmetry,-0.005933,0.784556,1.525933,1.088649,0.261452,-0.178947,0.881082,-0.134868,-2.296649,0.978495,-0.017389,0.69226,-0.397243,0.67817,1.417451,0.728113,1.004494,-0.881329
compact,0.492524,0.897032,0.63977,-0.173804,0.664996,-0.249434,0.399089,0.380083,-0.948886,0.290192,-0.407729,1.009839,-1.378895,-0.140225,-0.748111,0.834626,-0.473009,-0.106333
factor,-0.235004,0.771281,0.24311,0.332375,-0.11376,-1.332798,-0.976028,0.722425,-1.12835,0.210716,-0.161543,1.767095,0.008088,0.770628,1.415913,-0.403948,-0.815162,-1.040432
family,-1.623954,-0.070372,-1.035166,-1.228442,0.949892,0.190929,-0.701321,0.378026,0.000868,-0.871713,-0.422071,-0.628785,0.334238,-0.337403,0.875525,-0.470695,-0.829185,0.204077
