word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
proof,0.840541,0.26967,-0.047007,-0.195907,-0.378145,-0.18658,0.551358,0.994316,-0.518741,-0.123765,-0.509824,0.114991,0.513122,-0.923261,-0.827411,0.270137,0.351719,-0.454099,0.68087,-0.528228,-0.177531,0.756534,-0.13255,0.329993,1.091452,0.15626,0.415371,-0.3476,0.123034,0.497397,-0.143209,-1.003895,0.12336,-0.31201,0.8349,0.085163
three,-0.057552,0.193582,-0.286086,-0.251586,-0.045553,-0.32057,-0.540238,-0.260505,0.309495,0.005135,0.220213,0.724444,-0.437156,-0.068753,0.584799,1.297306,0.182484,-0.51124,-0.850313,-0.372927,-0.040605,0.678209,0.157239,0.006123,-0.428278,-0.772678,0.547846,0.027239,-0.080729,-0.395379,0.225558,0.066638,0.37483,-0.30634,1.17391,0.30083
dimensional,1.408013,0.153631,1.034461,0.215525,0.279069,-0.462427,0.102153,-0.303855,-0.660968,-0.177522,1.193815,0.807177,0.245873,-1.208552,-1.980846,0.110156,0.221077,-0.236688,-0.048208,0.168123,-0.292123,1.491165,0.483799,1.474792,0.463972,0.344553,0.249784,-0.030178,1.111229,-0.193601,0.189364,-0.898788,0.098024,1.240589,1.214853,-0.172251
zero,1.274219,0.651512,0.206839,-0.257169,-0.015371,0.143956,0.289617,0.462791,0.383779,0.200894,0.72757,0.308258,-0.091851,-0.569926,-0.873185,0.944075,0.636798,0.260739,0.297242,0.138699,0.838909,1.438055,0.268552,1.122076,0.541899,-0.816794,0.143022,0.158344,0.243868,-0.427224,-0.223384,-0.431442,0.381577,0.079019,0.025404,-0.116804
algebraic,0.950123,1.058397,0.329678,0.322289,-0.353024,-0.489788,-0.032332,-0.382441,-0.347552,-0.762346,1.531928,1.152083,0.561746,-2.095298,-1.277757,-1.313586,0.84496,0.361422,0.516522,0.402461,-0.979348,0.914456,-0.681662,0.383532,0.40027,0.878563,-0.839831,-0.377047,0.152684,0.506921,0.153725,-0.703394,-0.75105,1.12497,0.806334,-0.642398
formula,0.736324,0.451803,-0.467952,0.723572,-1.132251,-0.105085,0.614261,-0.400422,0.603635,-0.670772,0.566559,1.059675,0.786574,-0.502937,-0.345686,0.723119,0.699717,-0.704054,0.096291,-0.313178,1.330978,1.362797,-1.001064,0.568415,-0.103328,-1.111702,-1.054468,0.223382,0.042078,0.638073,-0.162308,-0.628011,-1.028918,-0.17171,0.663762,0.177425
ring,0.920224,0.01342,0.467898,-0.44436,-0.286013,0.126308,-0.698594,-0.784534,0.122486,-0.108565,0.76363,0.163786,-0.393797,0.209321,-0.139153,1.283842,-0.330083,-0.263099,-0.304568,-0.53648,-0.291506,1.029087,0.574803,0.620881,0.267062,-0.620074,0.070967,0.035399,0.559348,0.359125,0.010011,-0.321294,0.32669,0.539012,0.713189,0.233322
edge,0.834824,-0.450572,1.15091,-0.659078,-0.175641,-0.755964,-0.76254,-0.384987,-0.397899,0.020224,0.569139,-0.27233,-0.706641,0.283505,-0.776218,1.326412,-0.291901,0.451973,-1.330948,0.372976,-0.113429,0.754672,0.386322,0.08892,-0.314674,-0.205904,0.106997,0.462829,0.929097,-0.523174,0.160757,-0.137501,-0.477918,0.136158,0.886163,-0.058367
sum,0.490748,0.886746,-0.052116,-0.26985,0.040887,-1.026668,0.517075,1.065727,-0.041423,-0.587397,-0.110468,0.890395,-0.82002,-1.269628,-0.031597,-0.044135,0.698288,0.415783,0.632285,0.009876,0.108658,1.036425,0.247274,0.267914,0.755934,-1.185518,0.248425,0.990636,-0.154947,0.092046,0.315839,-1.203278,0.358491,0.025471,0.185872,0.261292
plane,-0.297874,-0.438208,0.765057,-1.380779,0.112665,-0.349163,0.008256,-0.408233,0.058365,0.041602,1.148776,0.053008,0.780525,-0.466567,-0.837079,1.238044,0.128723,-0.367942,-0.386878,-0.379518,-0.091132,1.419059,0.002596,0.73644,0.642598,-0.434409,0.928233,-0.415523,0.416894,-0.754636,-0.505615,0.041007,0.725422,0.290551,-0.377162,-0.230959
analysis,0.40788,0.208852,-0.61841,-0.182058,-0.337927,0.081248,-0.187082,0.814436,-0.76129,0.330503,-0.224004,0.882172,0.768464,-1.407532,-1.951952,-0.883492,0.298972,-0.051445,-0.30075,0.085848,0.641005,1.255439,-0.101637,0.039763,-0.628267,0.230601,-0.349641,-0.438227,1.141127,-0.380806,0.413802,-0.702648,0.329917,-0.11562,1.219145,-1.11549
dimension,0.731027,0.182701,0.460957,0.277753,0.448935,-0.849539,0.107174,0.547555,-0.151951,0.222709,0.751914,0.542878,0.21879,-0.747905,-1.4199,0.341897,-0.218566,-0.097307,-0.527292,0.354437,-0.123568,1.234934,0.384405,1.736694,0.290941,-0.184152,0.330779,-0.030259,0.466525,-0.15029,-0.149996,-0.743863,-0.2888,0.30863,0.748071,0.108284
curve,0.529315,0.500819,1.490036,-0.969188,-0.451802,-1.044731,0.12933,-0.042769,-0.5123,-0.530351,0.744758,0.481914,-0.257596,-0.770646,-1.542807,1.025943,0.2008,0.97203,-1.51036,0.043946,0.072835,1.039982,-0.089514,0.045129,-0.336968,-0.522359,0.125927,-0.113308,0.16136,-0.062699,-0.328836,-0.333749,-0.840678,0.737677,-0.034155,-0.460047
